source_path,destination_path,source_type,classification,operation
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175352/logs/2026-04-11T02_47_32_175Z-debug-0.log,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175352/logs/2026-04-11T02_47_32_175Z-debug-0.log,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175352/logs/2026-04-11T02_49_59_141Z-debug-0.log,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175352/logs/2026-04-11T02_49_59_141Z-debug-0.log,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175352/logs/AUTOPILOT_USER.log,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175352/logs/AUTOPILOT_USER.log,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175352/logs/2026-04-09__10-26-12__BACKEND__TEST_E2E__RUN__v01.log,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175352/logs/2026-04-09__10-26-12__BACKEND__TEST_E2E__RUN__v01.log,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175352/logs/2026-04-09__12-17-46__BACKEND__TEST_E2E__RUN__v01.log,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175352/logs/2026-04-09__12-17-46__BACKEND__TEST_E2E__RUN__v01.log,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175352/logs/2026-04-11T02_51_12_435Z-debug-0.log,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175352/logs/2026-04-11T02_51_12_435Z-debug-0.log,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175352/logs/2026-04-09__12-31-01__BACKEND__TEST_E2E__RUN__v01.log,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175352/logs/2026-04-09__12-31-01__BACKEND__TEST_E2E__RUN__v01.log,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175352/logs/2026-04-09__12-17-45__AUTOPILOT__LAUNCH__v01.log,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175352/logs/2026-04-09__12-17-45__AUTOPILOT__LAUNCH__v01.log,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175352/logs/2026-04-11T02_36_36_996Z-debug-0.log,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175352/logs/2026-04-11T02_36_36_996Z-debug-0.log,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175352/logs/2026-04-09__10-24-31__BACKEND__TEST_E2E__RUN__v01.log,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175352/logs/2026-04-09__10-24-31__BACKEND__TEST_E2E__RUN__v01.log,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175352/logs/2026-04-11T02_31_45_483Z-debug-0.log,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175352/logs/2026-04-11T02_31_45_483Z-debug-0.log,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175352/logs/2026-04-11T02_38_46_560Z-debug-0.log,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175352/logs/2026-04-11T02_38_46_560Z-debug-0.log,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175352/logs/AUTOPILOT_SUDO.log,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175352/logs/AUTOPILOT_SUDO.log,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175352/logs/2026-04-09__13-54-01__BACKEND__TEST_E2E__RUN__v01.log,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175352/logs/2026-04-09__13-54-01__BACKEND__TEST_E2E__RUN__v01.log,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175352/logs/2026-04-09__10-27-37__BACKEND__TEST_E2E__RUN__v01.log,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175352/logs/2026-04-09__10-27-37__BACKEND__TEST_E2E__RUN__v01.log,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175352/logs/2026-04-09__12-21-10__AUTOPILOT__BATCH__v01.log,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175352/logs/2026-04-09__12-21-10__AUTOPILOT__BATCH__v01.log,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175352/logs/2026-04-09__12-26-45__AUTOPILOT__BATCH__v01.log,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175352/logs/2026-04-09__12-26-45__AUTOPILOT__BATCH__v01.log,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175352/logs/2026-04-09__10-42-07__BACKEND__TEST_E2E__RUN__v01.log,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175352/logs/2026-04-09__10-42-07__BACKEND__TEST_E2E__RUN__v01.log,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175352/logs/2026-04-11T02_46_29_827Z-debug-0.log,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175352/logs/2026-04-11T02_46_29_827Z-debug-0.log,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175352/logs/2026-04-09__10-44-02__BACKEND__TEST_E2E__RUN__v01.log,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175352/logs/2026-04-09__10-44-02__BACKEND__TEST_E2E__RUN__v01.log,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175352/logs/2026-04-09__12-24-16__AUTOPILOT__BATCH__v01.log,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175352/logs/2026-04-09__12-24-16__AUTOPILOT__BATCH__v01.log,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175352/logs/2026-04-11T02_49_22_641Z-debug-0.log,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175352/logs/2026-04-11T02_49_22_641Z-debug-0.log,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175352/logs/2026-04-09__10-36-39__BACKEND__TEST_E2E__RUN__v01.log,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175352/logs/2026-04-09__10-36-39__BACKEND__TEST_E2E__RUN__v01.log,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/EXPORT_REPORT.txt,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/EXPORT_REPORT.txt,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/notion/psynova_dashboard.csv,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/notion/psynova_dashboard.csv,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/state/tree.txt,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/state/tree.txt,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/state/export_status.json,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/state/export_status.json,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/2026-04-09__12-26-46__BACKEND__TEST_E2E__RUN__v01.log,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/2026-04-09__12-26-46__BACKEND__TEST_E2E__RUN__v01.log,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/formatters-meta.json,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/formatters-meta.json,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/REFERENCES.md,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/REFERENCES.md,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/2026-04-09__10-30-53__BACKEND__TEST_E2E__RUN__v01.log,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/2026-04-09__10-30-53__BACKEND__TEST_E2E__RUN__v01.log,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/BENCHY.snippet.sh,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/BENCHY.snippet.sh,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/browser-upper.json,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/browser-upper.json,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/install-linux-once.sh,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/install-linux-once.sh,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/2026-04-11T02_50_32_655Z-debug-0.log,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/2026-04-11T02_50_32_655Z-debug-0.log,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/ProxyAgent.md,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/ProxyAgent.md,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/TROUBLESHOOTING.md,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/TROUBLESHOOTING.md,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/run_backend_checks.sh,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/run_backend_checks.sh,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/2026-04-09__09-50-19__SYSTEM__CHECKS__DEPENDENCIES__v01.md,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/2026-04-09__09-50-19__SYSTEM__CHECKS__DEPENDENCIES__v01.md,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/full-versions.json,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/full-versions.json,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/2026-04-09__10-33-41__SYSTEM__INVENTORY__SESSION__v01.md,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/2026-04-09__10-33-41__SYSTEM__INVENTORY__SESSION__v01.md,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/tsconfig.schemastore-schema.json,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/tsconfig.schemastore-schema.json,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/2026-04-09__10-24-30__SYSTEM__INVENTORY__SESSION__v01.md,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/2026-04-09__10-24-30__SYSTEM__INVENTORY__SESSION__v01.md,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/ManifestPlugin.json,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/ManifestPlugin.json,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/BannerPlugin.json,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/BannerPlugin.json,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/RetryAgent.md,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/RetryAgent.md,export,unique recovery artifact,copied
/home/shane/Desktop/Projects/PsyNova_EXPORT_20260411_175532/raw/cp950.json,/home/shane/Desktop/Projects/PsyNova/exports/PsyNova_EXPORT_20260411_175532/raw/cp950.json,export,unique recovery artifact,copied
